,N,graph,p_Bd,r,abs_time_uniform,fix_prob_uniform,abs_time_temp,fix_prob_temp
535,4,435e0a,0.7000000000000001,0.85,5.831368599284401,0.1979646983222578,5.66708027360876,0.19408404609730595
536,4,435e0a,0.8,0.85,5.918849616908071,0.19592104117156625,5.688385892901712,0.18921495586019388
537,4,435e0a,0.9,0.85,6.01686318304343,0.19389993221360657,5.706619339079552,0.18384061358670875
538,4,435e0a,1.0,0.85,6.126854267463656,0.19189110373908336,5.721673999446103,0.1779659971403662
539,4,435e0a,0.0,1.0,5.513888888888886,0.24999999999999978,5.513888888888886,0.24999999999999978
540,4,435e0a,0.1,1.0,5.568965517241376,0.24999999999999983,5.572916666666664,0.2513333333333332
541,4,435e0a,0.2,1.0,5.6295592705167135,0.24999999999999978,5.629432624113472,0.2519999999999998
542,4,435e0a,0.30000000000000004,1.0,5.696180555555552,0.2499999999999997,5.683593749999997,0.2519999999999997
543,4,435e0a,0.4,1.0,5.769427001569855,0.24999999999999978,5.735544217687071,0.2513333333333331
544,4,435e0a,0.5,1.0,5.849999999999995,0.24999999999999964,5.785416666666661,0.2499999999999996
545,4,435e0a,0.6000000000000001,1.0,5.938725490196074,0.24999999999999972,5.833333333333329,0.24799999999999972
546,4,435e0a,0.7000000000000001,1.0,6.0365802675585245,0.24999999999999972,5.8794070512820475,0.2453333333333331
547,4,435e0a,0.8,1.0,6.144725557461403,0.24999999999999972,5.9237421383647755,0.24199999999999977
548,4,435e0a,0.9,1.0,6.264550264550261,0.24999999999999972,5.966435185185181,0.23799999999999974
549,4,435e0a,1.0,1.0,6.397727272727267,0.24999999999999967,6.007575757575751,0.23333333333333306
550,4,435e0a,0.0,1.15,5.571998913646599,0.2827677877653034,5.571998913646599,0.2827677877653034
551,4,435e0a,0.1,1.15,5.639492676585096,0.2851710745347924,5.643303927913553,0.28657218036898996
552,4,435e0a,0.2,1.15,5.71276193758972,0.28753053294307973,5.712706377238652,0.2896292983769014
553,4,435e0a,0.30000000000000004,1.15,5.792371788627571,0.2898500748568566,5.78044043280667,0.2919332983877537
554,4,435e0a,0.4,1.15,5.878979475228329,0.292133979216387,5.846733605736447,0.29347890921732167
555,4,435e0a,0.5,1.15,5.973352100248375,0.29438699003183,5.911809832743801,0.29426138072419483
556,4,435e0a,0.6000000000000001,1.15,6.076388798150734,0.29661443575712737,5.97589278401275,0.29427644159458977
557,4,435e0a,0.7000000000000001,1.15,6.189148720263214,0.2988223769206768,6.039209537127488,0.293520265746089
558,4,435e0a,0.8,1.15,6.312886656986081,0.30101779130879874,6.101994800687799,0.29198944737103205
559,4,435e0a,0.9,1.15,6.449098814603748,0.30320880945414475,6.164495930043412,0.2896809850698
560,4,435e0a,1.0,1.15,6.599582264519731,0.3054050181900035,6.226979064474964,0.28659227607281057
561,4,435e0a,0.0,1.3,5.614253336432954,0.3120862481457705,5.614253336432954,0.3120862481457705
562,4,435e0a,0.1,1.3,5.690904923594815,0.31676845391118685,5.694549829303304,0.3182168213490747
563,4,435e0a,0.2,1.3,5.7735422857397936,0.32137753289183435,5.773478264680586,0.3235426085314976
564,4,435e0a,0.30000000000000004,1.3,5.862764410150086,0.3259203173541508,5.85134595220399,0.32805394321760484
565,4,435e0a,0.4,1.3,5.959263629488725,0.3304043646077634,5.9284572186718,0.33174232369920575
566,4,435e0a,0.5,1.3,6.063843519824605,0.33483812927824685,6.005118008987664,0.33460031024043335
567,4,435e0a,0.6000000000000001,1.3,6.177441210690625,0.33923117453941787,6.081640958151364,0.3366214438814926
568,4,435e0a,0.7000000000000001,1.3,6.301155411028839,0.3435944343183872,6.1583511670830005,0.33780018656779487
569,4,435e0a,0.8,1.3,6.43628191786472,0.34794054267297847,6.235592982664607,0.3381318833122737
570,4,435e0a,0.9,1.3,6.584359030488157,0.3522842524862335,6.3137381808110185,0.33761274829810517
571,4,435e0a,1.0,1.3,6.747226235602634,0.356642974178781,6.3931960951149005,0.3362398783898554
572,4,435e0a,0.0,1.45,5.644821954481511,0.3382845450961154,5.644821954481511,0.3382845450961154
573,4,435e0a,0.1,1.45,5.728181456610431,0.3450685427015179,5.731653590976576,0.34654896720589135
574,4,435e0a,0.2,1.45,5.817684170517678,0.3517567613112947,5.817574249708325,0.35396442372208614
575,4,435e0a,0.30000000000000004,1.45,5.913947863526838,0.35835830797050305,5.902957616791472,0.3605193196342568
576,4,435e0a,0.4,1.45,6.017682106305233,0.36488329933250246,5.988175789972284,0.3662038061285968
577,4,435e0a,0.5,1.45,6.129705723865902,0.37134307883924783,6.0736051240541595,0.3710096179824084
578,4,435e0a,0.6000000000000001,1.45,6.250968417717249,0.3777504844780418,6.159632672423141,0.3749299473048008
579,4,435e0a,0.7000000000000001,1.45,6.382577766468796,0.38412018192933955,6.246663513203252,0.3779593530207168
580,4,435e0a,0.8,1.45,6.525833229490292,0.3904690830166433,6.3351293293514335,0.3800937071291849
581,4,435e0a,0.9,1.45,6.682269364967284,0.39681687653983705,6.425498728993065,0.3813301807319468
