,N,graph,p_Bd,r,abs_time_uniform,fix_prob_uniform,abs_time_temp,fix_prob_temp,abs_time_uniform_1,abs_time_uniform_2,abs_time_uniform_3,abs_time_uniform_4,abs_time_uniform_5,abs_time_uniform_6,fix_prob_uniform_1,fix_prob_uniform_2,fix_prob_uniform_3,fix_prob_uniform_4,fix_prob_uniform_5,fix_prob_uniform_6
16,6,453f626f0a,0.5,1.0,18.515698327175492,0.16666666666666582,17.618495278007273,0.16666666666666582,18.811496236986606,18.502694702619678,18.502694702619678,18.502694702619657,21.924923871296457,14.849685746910879,0.16666666666666557,0.16666666666666605,0.16666666666666605,0.16666666666666594,0.16666666666666538,0.16666666666666594
17,6,453f626f0a,0.6000000000000001,1.0,21.105795408660196,0.16666666666666555,19.047267763082708,0.1566079482597216,20.28275075451924,21.921934136491583,21.921934136491583,21.92193413649163,25.932386852405504,14.653832435561645,0.1572632116415617,0.175134031146284,0.17513403114628368,0.17513403114628434,0.17972938473321334,0.1376053101863663
18,6,453f626f0a,0.7000000000000001,1.0,24.421249478258186,0.16666666666666538,20.55265651385301,0.14442425513080243,22.02048455071377,26.321715951909677,26.321715951909646,26.321715951909685,31.098429889992506,14.443434573113807,0.14672583688587484,0.183066601439652,0.18306660143965184,0.1830666014396523,0.19187224823537444,0.11220211055978692
19,6,453f626f0a,0.8,1.0,28.8198019153208,0.16666666666666594,22.16652015135408,0.13033707865168478,24.126229129704264,32.213810553609164,32.213810553609164,32.213810553609164,37.94265784001284,14.208492861380227,0.13483146067415655,0.1910112359550557,0.19101123595505573,0.19101123595505515,0.20224719101123478,0.0898876404494378
20,6,453f626f0a,0.9,1.0,34.94648599605646,0.16666666666666533,23.941156471627863,0.11441361054103003,26.770133788844323,40.54402268053156,40.54402268053152,40.544022680531505,47.34304375898513,13.933670386914718,0.12121888105648175,0.19974123315784614,0.1997412331578462,0.19974123315784575,0.20937806727937747,0.07017935219059461
21,6,453f626f0a,1.0,1.0,44.107407197047166,0.16666666666666338,25.97109487825328,0.09649122807017335,30.262213310565777,53.29349508727898,53.293495087278956,53.29349508727899,60.90914160624258,13.592603003637691,0.10526315789473352,0.21052631578947092,0.21052631578947079,0.2105263157894711,0.21052631578946623,0.05263157894736769
22,6,453f62770a,0.0,1.0,9.158437587244636,0.16666666666666652,9.158437587244638,0.1666666666666665,9.654522432452035,7.51041725745715,7.510417257457148,7.510417257457148,9.654522432452032,13.11032888619231,0.16666666666666655,0.08333333333333329,0.08333333333333326,0.08333333333333326,0.16666666666666646,0.41666666666666624
23,6,453f62770a,0.1,1.0,9.973832684589821,0.16666666666666646,10.164181220840137,0.17805502239283405,10.425175307627779,8.710694659408293,8.710694659408292,8.710694659408292,10.425175307627775,12.860561514058494,0.16922584772872656,0.10524632117722321,0.10524632117722317,0.10524632117722321,0.1692258477287265,0.3458093410108761
24,6,453f62770a,0.2,1.0,10.919099662279066,0.1666666666666664,11.14897034412582,0.1822097378277151,11.311787153982563,10.086831425380328,10.086831425380321,10.08683142538033,11.311787153982557,12.630529389568302,0.1704119850187264,0.12359550561797734,0.12359550561797741,0.12359550561797725,0.17041198501872631,0.28838951310861377
25,6,453f62770a,0.30000000000000004,1.0,12.03232420540814,0.1666666666666664,12.120354070006584,0.18095238095238064,12.340161675264506,11.699664153388762,11.699664153388762,11.699664153388762,12.340161675264502,12.414629421753549,0.17037724180581304,0.13945578231292496,0.13945578231292496,0.1394557823129248,0.170377241805813,0.24087816944959758
26,6,453f62770a,0.4,1.0,13.368091591318825,0.16666666666666652,13.086318903007152,0.17549751243781075,13.546939297737653,13.635301719591705,13.635301719591698,13.635301719591707,13.546939297737651,12.208765793662536,0.1691542288557213,0.15360696517412925,0.15360696517412914,0.153606965174129,0.16915422885572148,0.2008706467661689
27,6,453f62770a,0.5,1.0,15.007866499175408,0.16666666666666638,14.056597962468388,0.16666666666666635,14.98503677878417,16.022419007514586,16.022419007514582,16.022419007514582,14.98503677878414,12.009868414940401,0.1666666666666665,0.16666666666666635,0.16666666666666638,0.16666666666666627,0.1666666666666663,0.1666666666666664
28,6,453f62770a,0.6000000000000001,1.0,17.07935024628486,0.16666666666666644,15.044507887376314,0.15500658761528308,16.733170276587646,19.064719666380228,19.064719666380203,19.06471966638023,16.73317027658764,11.815601925393217,0.16271409749670607,0.17918313570487457,0.17918313570487468,0.17918313570487468,0.16271409749670587,0.13702239789196288
29,6,453f62770a,0.7000000000000001,1.0,19.795609020406562,0.16666666666666655,16.070018121458837,0.14084899095337494,18.913322372219017,23.107602718190158,23.107602718190083,23.10760271819012,18.913322372219024,11.62420122343097,0.15692414752957518,0.19171885873347272,0.19171885873347222,0.19171885873347283,0.15692414752957515,0.11099512874043133
30,6,453f62770a,0.8,1.0,23.54293807072199,0.16666666666666624,17.165558406245275,0.124324324324324,21.724984588342142,28.791081971360814,28.791081971360814,28.79108197136074,21.724984588342142,11.434413333565283,0.14864864864864824,0.20495495495495414,0.20495495495495425,0.204954954954955,0.14864864864864819,0.08783783783783763
31,6,453f62770a,0.9,1.0,29.10910803488369,0.16666666666666705,18.38830342666784,0.10532003325020795,25.518505495304872,37.45735430529239,37.457354305292476,37.457354305292355,25.51850549530486,11.245574302815216,0.13674147963424757,0.21986699916874583,0.21986699916874605,0.2198669991687448,0.13674147963424765,0.06691604322527026
32,6,453f62770a,1.0,1.0,38.421510359703554,0.16666666666666596,19.849711674851804,0.08333333333333298,30.972220180981825,52.50888819204342,52.50888819204331,52.50888819204336,30.97222018098181,11.057957220127566,0.1190476190476187,0.2380952380952374,0.23809523809523633,0.2380952380952372,0.11904761904761861,0.04761904761904742
33,6,453f716f0a,0.0,1.0,15.30228480903586,0.16666666666666674,15.302284809035859,0.1666666666666667,15.21930846224167,13.594745533216807,11.35270979895129,11.35270979895129,19.285232597044466,21.009002663809635,0.2,0.10000000000000007,0.10000000000000012,0.10000000000000012,0.2,0.30000000000000016
34,6,453f716f0a,0.1,1.0,16.208993056823378,0.1666666666666666,16.423936938106152,0.17096384983061852,15.860179844995665,15.23105910269823,13.030893242178509,13.030893242178509,19.621349304614565,20.479583604274783,0.19441737435611856,0.11255742725880542,0.11506334400668244,0.11506334400668246,0.19441737435611833,0.2684811360155923
35,6,453f716f0a,0.2,1.0,17.23431741844872,0.16666666666666666,17.5281363219695,0.1729148375768218,16.55579480109422,17.096497698714156,14.886193826045037,14.886193826045037,20.00146301496782,19.979761343826045,0.1883230904302019,0.12554872695346808,0.1290605794556629,0.1290605794556629,0.18832309043020193,0.2396839332748024
36,6,453f716f0a,0.30000000000000004,1.0,18.404668613480037,0.16666666666666652,18.621806437932495,0.1727385377942997,17.313738922514506,19.24292560288597,16.96719285260015,16.96719285260015,20.43267592770773,19.504285522571717,0.18169144981412633,0.13894052044609648,0.14219330855018572,0.14219330855018572,0.1816914498141262,0.21328996282527854
37,6,453f716f0a,0.4,1.0,19.754987682675946,0.1666666666666665,19.71214411704694,0.17061026657854134,18.143439305270654,21.73885327605093,19.337633506793043,19.337633506793043,20.924358704862485,19.048007796285525,0.17448777263714454,0.15267680105750164,0.15465961665565084,0.15465961665565084,0.17448777263714452,0.18902842035690648
38,6,453f716f0a,0.5,1.0,21.33257299504959,0.16666666666666693,20.807039019261726,0.1666666666666669,19.05680097757255,24.676725774608137,22.083628873040684,22.083628873040684,21.48905303655384,18.60560043548163,0.16666666666666682,0.16666666666666674,0.1666666666666672,0.16666666666666718,0.16666666666666663,0.16666666666666705
39,6,453f716f0a,0.6000000000000001,1.0,23.203187155040023,0.1666666666666667,21.91565468506566,0.16100811123986097,20.069173765224306,28.18439676557752,25.325239146118307,25.325239146118314,22.143889655395675,18.17118445180604,0.1581691772885284,0.18076477404403266,0.17844727694090384,0.1784472769409039,0.15816917728852836,0.1460023174971031
40,6,453f716f0a,0.7000000000000001,1.0,25.461220453072652,0.16666666666666657,23.049306345163053,0.15369820393155126,21.200879449148943,32.44389266501465,29.235934969892053,29.235934969892067,22.912897625878692,17.7377830386095,0.1489181162494695,0.19473907509545976,0.19028425965210072,0.1902842596521002,0.1489181162494693,0.12685617310140007
41,6,453f716f0a,0.8,1.0,28.24748388289024,0.16666666666666635,24.222893100668458,0.1447592067988666,22.47974140404402,37.72351478985575,34.07713487543391,34.07713487543395,23.83093609934364,17.296441253230174,0.13881019830028316,0.2082152974504252,0.20254957507082075,0.2025495750708206,0.13881019830028327,0.10906515580736506
42,6,453f716f0a,0.9,1.0,31.78236747593465,0.16666666666666627,25.457413882072185,0.1341606618628233,23.945524760357543,44.43583344205598,40.26369820868891,40.26369820868895,24.950764186801713,16.8346860490148,0.12770216172938326,0.22057646116893553,0.21577261809447443,0.21577261809447473,0.12770216172938348,0.09247397918334628
43,6,453f716f0a,1.0,1.0,36.4327511256487,0.16666666666666638,26.78474925339713,0.12179487179487164,25.658306042491493,53.249733448871496,48.499111496238186,48.49911149623821,26.3566445787533,16.333599691299487,0.11538461538461535,0.2307692307692317,0.23076923076922953,0.23076923076922956,0.11538461538461568,0.07692307692307654
44,6,453f6f770a,0.0,1.0,12.230791098115661,0.1666666666666666,12.23079109811566,0.16666666666666657,9.954556530214429,9.954556530214429,9.954556530214429,9.954556530214429,16.783260233918124,16.783260233918124,0.10000000000000006,0.10000000000000006,0.09999999999999992,0.09999999999999992,0.3,0.2999999999999996
45,6,453f6f770a,0.1,1.0,13.39626621563538,0.1666666666666666,13.640070330934492,0.17350427350427344,11.567735350892029,11.567735350892029,11.567735350892034,11.567735350892033,17.05332794512207,17.05332794512208,0.11538461538461531,0.11538461538461531,0.11538461538461542,0.11538461538461542,0.26923076923076894,0.26923076923076916
46,6,453f6f770a,0.2,1.0,14.734533845471047,0.16666666666666644,15.078235111428528,0.17654320987654298,13.445654098130486,13.445654098130486,13.44565409813048,13.44565409813048,17.312293340152173,17.312293340152166,0.12962962962962957,0.12962962962962957,0.1296296296296294,0.12962962962962943,0.24074074074074048,0.24074074074074028
47,6,453f6f770a,0.30000000000000004,1.0,16.289138253059935,0.16666666666666682,16.543479772691153,0.1761904761904763,15.653284453981883,15.65328445398189,15.65328445398188,15.6532844539819,17.560845851216012,17.560845851216033,0.14285714285714274,0.14285714285714285,0.14285714285714332,0.14285714285714315,0.21428571428571414,0.21428571428571452
48,6,453f6f770a,0.4,1.0,18.119420750493926,0.16666666666666655,18.03414040248819,0.17279693486590025,18.27932140300467,18.279321403004673,18.279321403004687,18.279321403004687,17.79961944547242,17.79961944547243,0.1551724137931036,0.15517241379310337,0.15517241379310315,0.15517241379310318,0.1896551724137931,0.1896551724137929
